# Name : Surface component 1
# Stage: 45.000 s
# Units: length:mm angle:deg strain:% 
id,x,y,z,major_strain
1434,-3.0699,31.5702,0.0000,7.9155
1435,-2.5077,31.4888,0.0000,9.2302
1436,-1.9492,31.4085,0.0000,3.3769
1437,-1.4053,31.4044,0.0000,0.7242
1438,-0.8626,31.4019,0.0000,0.6932
1439,-0.3190,31.3989,0.0000,0.5892
1440,0.2231,31.3974,0.0000,0.8234
1441,0.7626,31.3993,0.0000,1.0921
1442,1.3036,31.4002,0.0000,1.0686
1443,1.8438,31.3989,0.0000,0.9386
1444,2.3856,31.3956,0.0000,1.0391
1445,2.9268,31.3910,0.0000,0.9690
1446,3.4684,31.3884,0.0000,0.7816
1447,4.0112,31.3840,0.0000,0.6134
1448,4.5539,31.3807,0.0000,0.5284
1449,5.0966,31.3756,0.0000,0.7637
1450,5.6428,31.3684,0.0000,0.9893
1451,6.1886,31.3619,0.0000,1.1368
1452,6.7312,31.3572,0.0000,1.2858
1453,7.2726,31.3496,0.0000,1.2313
1454,7.8143,31.3442,0.0000,1.0845
1455,8.3569,31.3399,0.0000,1.1513
1456,8.8957,31.3369,0.0000,1.2336
1457,9.4275,31.3306,0.0000,1.0309
1458,9.9452,31.3244,0.0000,0.7132
1459,10.4062,31.3154,0.0000,1.0280
1460,-20.5314,30.9025,0.0000,1.1700
1461,-19.9968,30.9028,0.0000,1.1821
1462,-19.4606,30.9008,0.0000,1.2021
1463,-18.9222,30.9010,0.0000,1.2733
1464,-18.3810,30.9024,0.0000,1.1465
1465,-17.8397,30.9050,0.0000,1.0252
1466,-17.2982,30.9066,0.0000,1.0130
1467,-16.7557,30.9059,0.0000,0.9749
1468,-16.2118,30.9066,0.0000,0.8574
1469,-15.6684,30.9072,0.0000,0.8063
1470,-15.1273,30.9072,0.0000,0.7873
1471,-14.5853,30.9116,0.0000,0.9094
1472,-14.0427,30.9143,0.0000,0.8040
1473,-13.4999,30.9163,0.0000,0.6248
1474,-12.9562,30.9169,0.0000,0.5452
1475,-12.4145,30.9186,0.0000,0.6616
1476,-11.8729,30.9230,0.0000,0.9030
1477,-11.3306,30.9254,0.0000,1.0110
1478,-10.7883,30.9252,0.0000,1.2778
1479,-10.2478,30.9311,0.0000,1.6172
1480,-9.7084,30.9317,0.0000,1.5092
1481,-9.1715,30.9355,0.0000,1.1578
1482,-8.6346,30.9313,0.0000,5.0897
1483,-8.0650,31.0204,0.0000,6.9247
1484,-7.5869,31.1187,0.0000,-8.2325
1485,-7.1322,31.1572,0.0000,-3.3422
1486,-6.6144,31.1619,0.0000,-0.5386
1487,-6.0722,31.1627,0.0000,0.1618
1488,-5.5287,31.1618,0.0000,-0.0284
1489,-4.9858,31.1595,0.0000,-0.0030
1490,-4.4447,31.1558,0.0000,0.2492
1491,-3.9028,31.1533,0.0000,0.3225
1492,-3.3652,31.1500,0.0000,4.1331
1493,-2.7948,31.0750,0.0000,9.1493
1494,-2.2305,30.9706,0.0000,7.4986
1495,-1.6813,30.9331,0.0000,1.5975
1496,-1.1371,30.9281,0.0000,1.0585
1497,-0.5933,30.9265,0.0000,0.8475
1498,-0.0518,30.9253,0.0000,0.8167
1499,0.4892,30.9224,0.0000,1.0639
1500,1.0287,30.9211,0.0000,1.3388
1501,1.5695,30.9231,0.0000,1.2794
1502,2.1104,30.9186,0.0000,1.0992
1503,2.6523,30.9152,0.0000,0.9444
1504,3.1935,30.9153,0.0000,0.6008
1505,3.7357,30.9117,0.0000,0.2604
1506,4.2767,30.9092,0.0000,0.3072
1507,4.8194,30.9047,0.0000,0.5796
1508,5.3651,30.8950,0.0000,0.9603
1509,5.9114,30.8895,0.0000,1.1316
1510,6.4555,30.8822,0.0000,1.1919
1511,6.9987,30.8743,0.0000,1.1775
1512,7.5397,30.8687,0.0000,1.0778
1513,8.0819,30.8647,0.0000,0.9887
1514,8.6241,30.8610,0.0000,0.9030
1515,9.1646,30.8574,0.0000,0.8639
1516,9.7047,30.8532,0.0000,0.9090
1517,10.2575,30.8291,0.0000,1.0818
1518,-20.7069,30.4596,0.0000,1.0336
1519,-20.2334,30.4206,0.0000,0.9612
1520,-19.7192,30.4232,0.0000,0.9029
1521,-19.1878,30.4243,0.0000,0.8284
1522,-18.6494,30.4250,0.0000,0.9753
1523,-18.1092,30.4262,0.0000,1.0871
1524,-17.5685,30.4291,0.0000,1.0003
1525,-17.0262,30.4302,0.0000,0.8510
1526,-16.4827,30.4305,0.0000,0.8074
1527,-15.9383,30.4318,0.0000,0.7477
1528,-15.3961,30.4339,0.0000,0.6415
1529,-14.8551,30.4346,0.0000,0.7048
1530,-14.3134,30.4375,0.0000,0.8392
1531,-13.7687,30.4413,0.0000,0.8157
1532,-13.2260,30.4442,0.0000,0.7507
1533,-12.6839,30.4436,0.0000,0.8051
1534,-12.1422,30.4455,0.0000,0.9786
1535,-11.5975,30.4480,0.0000,1.1690
1536,-11.0562,30.4496,0.0000,1.1693
1537,-10.5134,30.4500,0.0000,1.3222
1538,-9.9767,30.4535,0.0000,1.6051
1539,-9.4389,30.4551,0.0000,1.5556
1540,-8.8966,30.4599,0.0000,1.7283
1541,-8.3551,30.5062,0.0000,10.9390
1542,-7.8084,30.7537,0.0000,-12.5210
1543,-7.3713,30.7125,0.0000,-8.8845
1544,-6.8845,30.6962,0.0000,-3.1552
1545,-6.3449,30.6892,0.0000,0.0342
1546,-5.8015,30.6901,0.0000,0.2454
1547,-5.2592,30.6891,0.0000,0.1527
1548,-4.7175,30.6855,0.0000,0.1278
1549,-4.1756,30.6817,0.0000,0.1773
1550,-3.6359,30.6809,0.0000,1.2776
1551,-3.0867,30.6406,0.0000,5.9679
1552,-2.5284,30.5537,0.0000,8.7871
1553,-1.9609,30.4684,0.0000,5.5743
1554,-1.4110,30.4499,0.0000,1.2072
1555,-0.8684,30.4495,0.0000,0.9849
1556,-0.3252,30.4488,0.0000,1.1426
1557,0.2146,30.4456,0.0000,1.1313
1558,0.7556,30.4449,0.0000,1.1909
1559,1.2955,30.4438,0.0000,1.4396
1560,1.8360,30.4453,0.0000,1.1674
1561,2.3767,30.4416,0.0000,0.7245
1562,2.9175,30.4413,0.0000,0.6808
1563,3.4597,30.4416,0.0000,0.5217
1564,4.0010,30.4401,0.0000,0.3323
1565,4.5418,30.4329,0.0000,0.5923
1566,5.0866,30.4257,0.0000,0.9549
1567,5.6328,30.4146,0.0000,0.9918
1568,6.1787,30.4076,0.0000,1.0181
1569,6.7232,30.4025,0.0000,0.9744
1570,7.2672,30.3961,0.0000,0.8819
1571,7.8087,30.3908,0.0000,0.7353
1572,8.3513,30.3880,0.0000,0.6330
1573,8.8903,30.3860,0.0000,0.7010
1574,9.4220,30.3802,0.0000,1.0197
1575,9.9346,30.3666,0.0000,1.3768
1576,10.4000,30.3182,0.0000,1.3931
1577,-20.5534,29.9523,0.0000,0.5385
1578,-19.9971,29.9485,0.0000,0.7266
1579,-19.4566,29.9494,0.0000,0.8204
1580,-18.9189,29.9489,0.0000,0.8178
1581,-18.3780,29.9487,0.0000,0.7378
1582,-17.8357,29.9511,0.0000,0.7639
1583,-17.2939,29.9546,0.0000,0.8329
1584,-16.7530,29.9551,0.0000,0.8831
1585,-16.2093,29.9553,0.0000,0.8719
1586,-15.6658,29.9574,0.0000,0.9770
1587,-15.1243,29.9579,0.0000,1.0231
1588,-14.5829,29.9607,0.0000,1.0021
1589,-14.0391,29.9626,0.0000,1.0946
1590,-13.4955,29.9657,0.0000,1.2619
1591,-12.9524,29.9666,0.0000,1.2037
1592,-12.4091,29.9671,0.0000,1.0906
1593,-11.8668,29.9691,0.0000,1.2123
1594,-11.3230,29.9707,0.0000,1.2672
1595,-10.7807,29.9721,0.0000,1.1500
1596,-10.2397,29.9726,0.0000,1.2575
1597,-9.7035,29.9731,0.0000,1.6890
1598,-9.1697,29.9779,0.0000,1.8885
1599,-8.6345,29.9882,0.0000,4.0337
1601,-7.5963,30.2790,0.0000,-0.5325
1602,-7.1620,30.2780,0.0000,-2.3923
1603,-6.6193,30.2189,0.0000,1.3244
1604,-6.0775,30.2182,0.0000,0.0820
1605,-5.5350,30.2171,0.0000,0.0597
1606,-4.9923,30.2149,0.0000,0.0717
1607,-4.4501,30.2110,0.0000,-0.0295
1608,-3.9078,30.2078,0.0000,0.1287
1609,-3.3710,30.1990,0.0000,2.9282
1610,-2.8291,30.1430,0.0000,9.3286
1611,-2.2525,30.0508,0.0000,11.5112
1612,-1.6833,29.9806,0.0000,4.0938
1613,-1.1411,29.9762,0.0000,0.8873
1614,-0.6009,29.9733,0.0000,1.0694
1615,-0.0598,29.9706,0.0000,1.2564
1616,0.4817,29.9694,0.0000,1.3368
1617,1.0231,29.9651,0.0000,1.2485
1618,1.5603,29.9666,0.0000,1.2966
1619,2.1007,29.9674,0.0000,1.1538
1620,2.6423,29.9674,0.0000,0.8271
1621,3.1833,29.9675,0.0000,0.7551
1622,3.7241,29.9666,0.0000,0.8160
1623,4.2675,29.9617,0.0000,0.8472
1624,4.8097,29.9544,0.0000,1.0025
1625,5.3569,29.9442,0.0000,1.1144
1626,5.9023,29.9368,0.0000,1.1213
1627,6.4456,29.9289,0.0000,1.2861
1628,6.9916,29.9225,0.0000,1.2766
1629,7.5347,29.9175,0.0000,1.0677
1630,8.0775,29.9152,0.0000,0.8759
1631,8.6193,29.9116,0.0000,0.9661
1632,9.1578,29.9059,0.0000,1.2226
1633,9.6931,29.8948,0.0000,1.2411
1634,10.2320,29.8703,0.0000,1.1524
1635,-20.6722,29.4590,0.0000,0.9079
1636,-20.2165,29.4799,0.0000,0.8132
1637,-19.7090,29.4749,0.0000,0.8294
1638,-19.1818,29.4727,0.0000,0.9249
1639,-18.6464,29.4747,0.0000,0.8369
1640,-18.1063,29.4757,0.0000,0.8904
1641,-17.5637,29.4783,0.0000,1.0653
1642,-17.0213,29.4784,0.0000,1.0340
1643,-16.4786,29.4792,0.0000,0.8205
1644,-15.9355,29.4798,0.0000,0.8072
1645,-15.3927,29.4806,0.0000,0.9781
1646,-14.8505,29.4818,0.0000,1.0597
1647,-14.3085,29.4844,0.0000,1.1371
1648,-13.7644,29.4867,0.0000,1.1171
1649,-13.2215,29.4880,0.0000,1.0201
1650,-12.6781,29.4905,0.0000,0.9873
1651,-12.1379,29.4912,0.0000,1.1690
1652,-11.5942,29.4923,0.0000,1.2451
1653,-11.0498,29.4945,0.0000,1.1526
1654,-10.5069,29.4971,0.0000,0.9955
1655,-9.9671,29.4966,0.0000,0.7807
1656,-9.4308,29.4937,0.0000,0.9077
1657,-8.8954,29.4994,0.0000,1.6082
1659,-7.8399,29.7301,0.0000,14.1118
1660,-7.3961,29.8186,0.0000,3.4973
1661,-6.8912,29.7612,0.0000,2.4164
1662,-6.3507,29.7464,0.0000,-0.1105
1663,-5.8078,29.7477,0.0000,-0.0601
1664,-5.2662,29.7448,0.0000,-0.1731
1665,-4.7234,29.7416,0.0000,-0.1051
1666,-4.1814,29.7392,0.0000,-0.1487
1667,-3.6406,29.7346,0.0000,1.3141
1668,-3.1006,29.6883,0.0000,8.6361
1669,-2.5325,29.5930,0.0000,13.4913
1670,-1.9567,29.5072,0.0000,7.5210
1671,-1.4160,29.4982,0.0000,1.4749
1672,-0.8755,29.4975,0.0000,1.2092
1673,-0.3334,29.4939,0.0000,1.2007
1674,0.2091,29.4900,0.0000,1.2220
1675,0.7501,29.4884,0.0000,1.0013
1676,1.2875,29.4905,0.0000,1.0095
1677,1.8264,29.4896,0.0000,1.1243
1678,2.3679,29.4908,0.0000,0.9530
1679,2.9088,29.4925,0.0000,0.7719
1680,3.4495,29.4922,0.0000,0.8408
1681,3.9907,29.4883,0.0000,0.9869
1682,4.5346,29.4820,0.0000,0.9540
1683,5.0783,29.4733,0.0000,1.0846
1684,5.6254,29.4637,0.0000,1.3165
1685,6.1717,29.4527,0.0000,1.4484
1686,6.7156,29.4468,0.0000,1.3398
1687,7.2591,29.4410,0.0000,1.2989
1688,7.8023,29.4389,0.0000,1.3412
1689,8.3457,29.4366,0.0000,1.2382
1690,8.8870,29.4316,0.0000,1.3272
1691,9.4221,29.4225,0.0000,1.3777
1692,9.9483,29.4139,0.0000,1.1387
1693,10.4612,29.4029,0.0000,1.0847
1694,-20.4960,28.9967,0.0000,1.4803
1695,-19.9733,28.9998,0.0000,1.3906
1696,-19.4456,28.9971,0.0000,1.1616
1697,-18.9119,28.9969,0.0000,0.9776
1698,-18.3731,28.9979,0.0000,1.1244
1699,-17.8327,28.9980,0.0000,1.3033
1700,-17.2894,29.0005,0.0000,1.1659
1701,-16.7472,29.0031,0.0000,0.8540
1702,-16.2057,29.0052,0.0000,0.8426
1703,-15.6629,29.0053,0.0000,1.0091
1704,-15.1189,29.0048,0.0000,1.0106
1705,-14.5764,29.0070,0.0000,1.0066
1706,-14.0341,29.0080,0.0000,0.9825
1707,-13.4907,29.0123,0.0000,0.9268
1708,-12.9470,29.0140,0.0000,1.0955
1709,-12.4047,29.0143,0.0000,1.4080
1710,-11.8607,29.0133,0.0000,1.4120
1711,-11.3189,29.0161,0.0000,1.1506
1712,-10.7763,29.0179,0.0000,1.0926
1713,-10.2344,29.0212,0.0000,0.8391
1714,-9.6954,29.0243,0.0000,0.1166
1715,-9.1626,29.0231,0.0000,0.2909
1716,-8.6405,29.0223,0.0000,-0.9634
1717,-8.0879,29.1060,0.0000,7.0186
1718,-7.6667,29.2958,0.0000,8.5311
1719,-7.1920,29.3261,0.0000,4.2655
1720,-6.6255,29.2768,0.0000,2.3124
1721,-6.0832,29.2761,0.0000,0.1256
1722,-5.5403,29.2758,0.0000,0.0643
1723,-4.9950,29.2728,0.0000,-0.0432
1724,-4.4532,29.2691,0.0000,-0.0828
1725,-3.9123,29.2660,0.0000,-0.2286
1726,-3.3650,29.2604,0.0000,5.6732
1727,-2.8071,29.1754,0.0000,11.7196
1728,-2.2450,29.0756,0.0000,10.3392
1729,-1.6909,29.0212,0.0000,2.5295
1730,-1.1490,29.0209,0.0000,1.1421
1731,-0.6075,29.0192,0.0000,1.1658
1732,-0.0651,29.0150,0.0000,1.0638
1733,0.4750,29.0150,0.0000,0.9623
1734,1.0150,29.0147,0.0000,0.9612
1735,1.5526,29.0127,0.0000,1.0462
1736,2.0935,29.0152,0.0000,1.0978
1737,2.6362,29.0174,0.0000,0.8383
1738,3.1756,29.0181,0.0000,0.5183
1739,3.7176,29.0134,0.0000,0.5055
1740,4.2608,29.0094,0.0000,0.5763
1741,4.8028,29.0032,0.0000,0.6864
1742,5.3482,28.9925,0.0000,1.1579
1743,5.8968,28.9823,0.0000,1.3649
1744,6.4421,28.9730,0.0000,1.1768
1745,6.9857,28.9673,0.0000,1.1279
1746,7.5272,28.9613,0.0000,1.1423
1747,8.0707,28.9596,0.0000,1.3437
1748,8.6153,28.9568,0.0000,1.3944
1749,9.1557,28.9490,0.0000,1.3778
1750,9.6954,28.9415,0.0000,1.3402
1751,10.2401,28.9476,0.0000,1.1568
1752,-20.6932,28.5425,0.0000,1.5083
1753,-20.2085,28.5240,0.0000,1.5912
1754,-19.7012,28.5177,0.0000,1.4146
1755,-19.1757,28.5200,0.0000,1.2279
1756,-18.6406,28.5214,0.0000,1.1952
1757,-18.1010,28.5209,0.0000,1.2257
1758,-17.5592,28.5215,0.0000,1.1197
1759,-17.0171,28.5262,0.0000,1.0871
1760,-16.4732,28.5284,0.0000,1.0971
1761,-15.9296,28.5284,0.0000,1.1847
1762,-15.3865,28.5275,0.0000,1.0622
1763,-14.8456,28.5293,0.0000,0.9400
1764,-14.3023,28.5311,0.0000,0.9264
1765,-13.7588,28.5346,0.0000,0.9894
1766,-13.2158,28.5358,0.0000,1.1863
1767,-12.6727,28.5356,0.0000,1.3564
1768,-12.1306,28.5340,0.0000,1.2561
1769,-11.5868,28.5368,0.0000,1.0788
1770,-11.0442,28.5415,0.0000,1.0456
1771,-10.5019,28.5425,0.0000,1.0217
1772,-9.9637,28.5484,0.0000,0.8692
1773,-9.4248,28.5531,0.0000,-0.0748
1774,-8.8950,28.5479,0.0000,0.8553
1775,-8.3186,28.6093,0.0000,8.2071
1776,-7.7944,28.7317,0.0000,2.0494
1777,-7.3639,28.8219,0.0000,5.0906
1778,-6.8915,28.8025,0.0000,3.4830
1779,-6.3566,28.8047,0.0000,-0.0504
1780,-5.8143,28.8033,0.0000,0.2058
1781,-5.2692,28.8015,0.0000,0.2629
1782,-4.7269,28.7996,0.0000,0.0290
1783,-4.1837,28.7965,0.0000,-0.0581
1784,-3.6428,28.8002,0.0000,1.6996
1785,-3.0771,28.7415,0.0000,8.5231
1786,-2.5124,28.6501,0.0000,10.6953
1787,-1.9573,28.5462,0.0000,5.5224
1788,-1.4226,28.5448,0.0000,1.0431
1789,-0.8801,28.5428,0.0000,1.1450
1790,-0.3386,28.5397,0.0000,1.2666
1791,0.2031,28.5372,0.0000,1.3520
1792,0.7428,28.5371,0.0000,1.3724
1793,1.2811,28.5377,0.0000,1.2292
1794,1.8203,28.5365,0.0000,1.0898
1795,2.3606,28.5397,0.0000,1.1093
1796,2.9019,28.5448,0.0000,0.9416
1797,3.4436,28.5437,0.0000,0.5309
1798,3.9841,28.5403,0.0000,0.3468
1799,4.5273,28.5327,0.0000,0.2678
1800,5.0699,28.5252,0.0000,0.8712
1801,5.6193,28.5130,0.0000,1.4314
1802,6.1675,28.5003,0.0000,1.1981
1803,6.7125,28.4933,0.0000,0.9238
1804,7.2544,28.4875,0.0000,0.9337
1805,7.7970,28.4838,0.0000,0.8997
1806,8.3410,28.4793,0.0000,1.0552
1807,8.8833,28.4755,0.0000,1.2494
1808,9.4207,28.4664,0.0000,1.1858
1809,9.9446,28.4613,0.0000,1.2198
1810,10.4226,28.4992,0.0000,1.1395
1811,-20.4732,28.0617,0.0000,1.3205
1812,-19.9581,28.0443,0.0000,1.0679
1813,-19.4362,28.0405,0.0000,1.0525
1814,-18.9049,28.0425,0.0000,1.1883
1815,-18.3671,28.0426,0.0000,1.0868
1816,-17.8282,28.0435,0.0000,0.8757
1817,-17.2853,28.0469,0.0000,0.9527
1818,-16.7433,28.0493,0.0000,1.2086
1819,-16.1983,28.0517,0.0000,1.2028
1820,-15.6552,28.0518,0.0000,1.0299
1821,-15.1135,28.0526,0.0000,0.9801
1822,-14.5701,28.0548,0.0000,1.0959
1823,-14.0260,28.0563,0.0000,1.2317
1824,-13.4835,28.0587,0.0000,1.5125
1825,-12.9404,28.0593,0.0000,1.5893
1826,-12.3979,28.0583,0.0000,1.2623
1827,-11.8551,28.0596,0.0000,1.0868
1828,-11.3129,28.0624,0.0000,1.2428
1829,-10.7701,28.0650,0.0000,1.1482
1830,-10.2305,28.0679,0.0000,1.0932
1831,-9.6881,28.0745,0.0000,1.2695
1832,-9.1568,28.0877,0.0000,0.8151
1833,-8.6311,28.0786,0.0000,9.3875
1834,-8.0138,28.2215,0.0000,19.0792
1836,-7.1109,28.3374,0.0000,0.4239
1837,-6.6280,28.3352,0.0000,-0.2327
1838,-6.0881,28.3322,0.0000,-0.0965
1839,-5.5473,28.3301,0.0000,0.2717
1840,-5.0024,28.3289,0.0000,0.3363
1841,-4.4585,28.3258,0.0000,0.1910
1842,-3.9170,28.3254,0.0000,0.4067
1843,-3.3771,28.3277,0.0000,2.5840
1844,-2.8011,28.2605,0.0000,7.6384
1845,-2.2423,28.1406,0.0000,7.7819
1846,-1.6942,28.0680,0.0000,1.4681
1847,-1.1547,28.0676,0.0000,1.0554
1848,-0.6121,28.0639,0.0000,1.1727
1849,-0.0715,28.0594,0.0000,1.2398
1850,0.4693,28.0586,0.0000,1.1874
1851,1.0094,28.0590,0.0000,1.1556
1852,1.5480,28.0585,0.0000,1.0232
1853,2.0881,28.0637,0.0000,0.9116
1854,2.6276,28.0659,0.0000,1.0304
1855,3.1684,28.0690,0.0000,1.0625
1856,3.7097,28.0658,0.0000,0.7735
1857,4.2500,28.0636,0.0000,0.5176
1858,4.7951,28.0579,0.0000,0.9516
1859,5.3411,28.0444,0.0000,1.6576
1860,5.8909,28.0328,0.0000,1.5825
1861,6.4375,28.0216,0.0000,1.1118
1862,6.9794,28.0156,0.0000,1.0806
1863,7.5227,28.0089,0.0000,1.0010
1864,8.0676,28.0081,0.0000,0.8832
1865,8.6112,28.0017,0.0000,1.0034
1866,9.1566,27.9949,0.0000,1.0741
1867,9.7098,27.9914,0.0000,0.9871
1868,10.2906,27.9946,0.0000,0.9910
1869,-20.6223,27.6134,0.0000,0.9981
1870,-20.1830,27.5713,0.0000,0.8772
1871,-19.6866,27.5634,0.0000,0.8998
1872,-19.1663,27.5647,0.0000,1.0563
1873,-18.6337,27.5661,0.0000,1.0824
1874,-18.0947,27.5688,0.0000,0.9354
1875,-17.5531,27.5703,0.0000,0.7959
1876,-17.0120,27.5724,0.0000,1.0429
1877,-16.4679,27.5724,0.0000,1.3373
1878,-15.9242,27.5750,0.0000,1.2591
1879,-15.3810,27.5754,0.0000,1.0206
1880,-14.8390,27.5763,0.0000,1.0903
1881,-14.2944,27.5772,0.0000,1.1347
1882,-13.7514,27.5788,0.0000,1.2430
1883,-13.2094,27.5768,0.0000,1.3800
1884,-12.6662,27.5786,0.0000,1.1821
1885,-12.1245,27.5812,0.0000,0.9492
1886,-11.5820,27.5822,0.0000,0.9484
1887,-11.0388,27.5856,0.0000,1.0342
1888,-10.4977,27.5897,0.0000,1.0044
1889,-9.9596,27.5941,0.0000,1.5928
1890,-9.4122,27.5972,0.0000,1.8092
1891,-8.8926,27.6018,0.0000,0.7148
1892,-8.3375,27.6451,0.0000,10.6460
1895,-6.8858,27.8609,0.0000,-4.2925
1896,-6.3624,27.8637,0.0000,-0.2248
1897,-5.8226,27.8596,0.0000,-0.1822
1898,-5.2798,27.8568,0.0000,0.1704
1899,-4.7346,27.8548,0.0000,0.3473
1900,-4.1910,27.8523,0.0000,0.4495
1901,-3.6527,27.8558,0.0000,0.9610
1902,-3.1135,27.8626,0.0000,6.0612
1903,-2.5519,27.7665,0.0000,11.3887
1904,-1.9784,27.6411,0.0000,8.7536
1905,-1.4305,27.5917,0.0000,1.7392
1906,-0.8881,27.5896,0.0000,1.1199
1907,-0.3455,27.5838,0.0000,0.9339
1908,0.1965,27.5829,0.0000,0.8441
1909,0.7368,27.5830,0.0000,0.8437
1910,1.2772,27.5837,0.0000,0.7357
1911,1.8166,27.5854,0.0000,0.8874
1912,2.3548,27.5904,0.0000,1.0520
1913,2.8937,27.5917,0.0000,1.1569
1914,3.4349,27.5917,0.0000,0.9939
1915,3.9764,27.5913,0.0000,0.8894
1916,4.5174,27.5850,0.0000,1.3192
1917,5.0646,27.5732,0.0000,1.7945
1918,5.6129,27.5601,0.0000,1.9428
1919,6.1618,27.5482,0.0000,1.4931
1920,6.7048,27.5401,0.0000,1.1840
1921,7.2481,27.5340,0.0000,1.1536
1922,7.7923,27.5316,0.0000,1.2365
1923,8.3354,27.5283,0.0000,1.2613
1924,8.8779,27.5227,0.0000,1.0346
1925,9.4208,27.5199,0.0000,0.9013
1926,9.9535,27.5255,0.0000,0.8550
1927,10.4523,27.4932,0.0000,0.8244
1928,-20.4881,27.1092,0.0000,0.8243
1929,-19.9596,27.0906,0.0000,0.7347
1930,-19.4328,27.0857,0.0000,0.8794
1931,-18.8989,27.0881,0.0000,1.0269
1932,-18.3612,27.0891,0.0000,1.0548
1933,-17.8226,27.0922,0.0000,0.9082
1934,-17.2792,27.0961,0.0000,0.9203
1935,-16.7367,27.0943,0.0000,1.1720
1936,-16.1933,27.0949,0.0000,1.1557
1937,-15.6509,27.0980,0.0000,1.0779
1938,-15.1086,27.1004,0.0000,1.0266
1939,-14.5627,27.1002,0.0000,1.0181
1940,-14.0194,27.1032,0.0000,1.1230
1941,-13.4775,27.1025,0.0000,1.1862
1942,-12.9363,27.1031,0.0000,1.0240
1943,-12.3929,27.1053,0.0000,0.9648
1944,-11.8515,27.1078,0.0000,0.8736
1945,-11.3097,27.1094,0.0000,0.8095
1946,-10.7663,27.1117,0.0000,0.9941
1947,-10.2248,27.1154,0.0000,1.6123
1948,-9.6838,27.1100,0.0000,1.9951
1949,-9.1524,27.1325,0.0000,1.7521
1950,-8.6305,27.1463,0.0000,3.0583
1953,-7.0813,27.5428,0.0000,7.9275
1954,-6.6375,27.3944,0.0000,1.3202
1955,-6.0955,27.3914,0.0000,0.0932
1956,-5.5545,27.3876,0.0000,-0.0020
1957,-5.0107,27.3832,0.0000,0.1577
1958,-4.4676,27.3800,0.0000,0.3049
1959,-3.9252,27.3797,0.0000,0.4371
1960,-3.3876,27.3734,0.0000,4.2027
1961,-2.8263,27.2968,0.0000,12.4324
1962,-2.2754,27.2018,0.0000,13.3670
1963,-1.7044,27.1138,0.0000,5.6548
1964,-1.1642,27.1133,0.0000,1.3322
1965,-0.6214,27.1104,0.0000,1.0846
1966,-0.0785,27.1086,0.0000,0.9855
1967,0.4619,27.1079,0.0000,1.0195
1968,1.0037,27.1086,0.0000,0.9374
1969,1.5441,27.1094,0.0000,0.9573
1970,2.0825,27.1124,0.0000,1.0396
1971,2.6189,27.1136,0.0000,0.9335
1972,3.1584,27.1161,0.0000,0.8441
1973,3.7001,27.1154,0.0000,0.9749
1974,4.2429,27.1105,0.0000,1.1049
1975,4.7871,27.1012,0.0000,1.3603
1976,5.3352,27.0894,0.0000,1.7838
1977,5.8846,27.0756,0.0000,1.5647
1978,6.4295,27.0679,0.0000,1.2182
1979,6.9745,27.0611,0.0000,1.0723
1980,7.5184,27.0553,0.0000,1.1147
1981,8.0615,27.0516,0.0000,1.3531
1982,8.6042,27.0485,0.0000,1.3023
1983,9.1481,27.0462,0.0000,1.0350
1984,9.6938,27.0500,0.0000,0.9620
1985,10.2485,27.0588,0.0000,1.0545
1986,-20.6220,26.6286,0.0000,0.6492
1987,-20.1841,26.6166,0.0000,0.7709
1988,-19.6860,26.6122,0.0000,0.8241
1989,-19.1625,26.6121,0.0000,0.8990
1990,-18.6289,26.6124,0.0000,1.0617
1991,-18.0901,26.6155,0.0000,1.0538
1992,-17.5500,26.6194,0.0000,1.1151
1993,-17.0062,26.6192,0.0000,1.2064
1994,-16.4623,26.6182,0.0000,1.0619
1995,-15.9181,26.6206,0.0000,1.0551
1996,-15.3767,26.6226,0.0000,1.1275
1997,-14.8349,26.6231,0.0000,1.1531
1998,-14.2896,26.6245,0.0000,1.1531
1999,-13.7462,26.6237,0.0000,1.0431
2000,-13.2041,26.6236,0.0000,0.9213
2001,-12.6622,26.6257,0.0000,0.9998
2002,-12.1211,26.6290,0.0000,1.0847
2003,-11.5781,26.6310,0.0000,1.0762
2004,-11.0342,26.6346,0.0000,1.0879
2005,-10.4933,26.6350,0.0000,1.2210
2006,-9.9502,26.6326,0.0000,0.8548
2007,-9.4145,26.6352,0.0000,1.5773
2008,-8.9003,26.6539,0.0000,3.5300
2009,-8.3665,26.6569,0.0000,4.6272
2012,-6.8859,26.9460,0.0000,6.0997
2013,-6.3694,26.9181,0.0000,0.2559
2014,-5.8269,26.9164,0.0000,0.1610
2015,-5.2850,26.9134,0.0000,0.1531
2016,-4.7408,26.9083,0.0000,0.0567
2017,-4.1981,26.9070,0.0000,0.0835
2018,-3.6579,26.9062,0.0000,0.4404
2019,-3.1129,26.8825,0.0000,8.5120
2020,-2.5483,26.7734,0.0000,14.4550
2021,-1.9822,26.6684,0.0000,9.5720
2022,-1.4365,26.6355,0.0000,1.4529
2023,-0.8948,26.6340,0.0000,1.0306
2024,-0.3536,26.6322,0.0000,0.9675
2025,0.1877,26.6302,0.0000,0.9647
2026,0.7292,26.6318,0.0000,1.0340
2027,1.2701,26.6326,0.0000,1.0336
2028,1.8091,26.6344,0.0000,1.1286
2029,2.3461,26.6386,0.0000,1.0508
2030,2.8840,26.6431,0.0000,0.8489
